variable,problema,valor,frecuencia
DIRECCION,espacios multiples internos,"DIAGONAL 25, 45-55 COLONIA  LA  ESTANCIA",1
DIRECCION,espacios multiples internos,10 AV.  14-48 ATLANTIDA,1
DIRECCION,espacios multiples internos,LOTE 25 Y 40 DE LA SECCIÓN  G COLONIA LAS ILUSIONES,1
DIRECCION,espacios multiples internos,13 AVENIDA  6-46,1
DIRECCION,espacios multiples internos,"KILOMETRO 16.5, RUTA  AL ATLÁNTICO, LOTE 22 MANZANA ""E"" RESIDENCIALES JARDINES DEL ROSARIO",1
DIRECCION,espacios multiples internos,59 AV.  B  6-28 COLONIA PINARES DEL NORTE,1
DIRECCION,espacios multiples internos,9O. AVENIDA 0-15  ZONA 19 COLONIA LA FLORIDA GUATEMALA,1
DIRECCION,espacios multiples internos,"9A.  AVENIDA 4-31 ZONA 19,  COLONIA  LA FLORIDA",1
DIRECCION,espacios multiples internos,8VA.  CALLE  11-25  Z. 19  COL.  LA  FLORIDA,1
DIRECCION,espacios multiples internos,8VA.  CALLE 11-22  Z.  19  COL.  LA  FLORIDA,1
DIRECCION,espacios multiples internos,10  AVENIDA 2-79  COLONIA  LA  FLORIDA ZONA 19,1
DIRECCION,espacios multiples internos,8A.  AVENIDA  01-41 COLONIA  LA FLORIDA  ZONA  19,1
DIRECCION,espacios multiples internos,9A. AVENIDA 5-05 ZONA  19 COLONIA LA FLORIDA,1
DIRECCION,espacios multiples internos,"CASERÍO EL GUAPINOL,  ALDEA AGUA HIEL ARRIBA",1
DIRECCION,espacios multiples internos,"CANTÓN GÜISAJO,  ALDEA ESTANCIA DE LA VIRGEN",1
DIRECCION,espacios multiples internos,1RA.   AVENIDA 6-60 ZONA 4,1
DIRECCION,espacios multiples internos,1RA.  AVENIDA 6-08 ZONA 4,1
DIRECCION,espacios multiples internos,4A. AVENIDA  15-94 SUR FINAL,1
DIRECCION,espacios multiples internos,1RA AVENIDA  0-06 ZONA 4 COLONIA LOS NARANJALES,1
DIRECCION,espacios multiples internos,"2DA. AVENIDA 1-99 ZONA 2, COLONIA  DEL FERROCARRILERO",1
DIRECCION,espacios multiples internos,18 AVENIDA LOTE 16 SECCION  A  COLONIA HUNAPU,1
DIRECCION,espacios multiples internos,"4A. CALLE SECCIÓN  ""C"" LOTE 16 B ZONA 5 COLONIA HUNAPU",1
DIRECCION,espacios multiples internos,5TA AVENIDA  4-65 ZONA 1,1
DIRECCION,espacios multiples internos,1RA CALLE 1-95  ZONA 1,1
DIRECCION,espacios multiples internos,5A AVENIDA  4-65 ZONA 1,1
DIRECCION,espacios multiples internos,"4TA AVENIDA NORTE  1RA CALLE ""A"" LOTIFICACIÓN EL BILBAO",1
DIRECCION,espacios multiples internos,4A.  AVENIDA 2-39 ZONA 1,1
DIRECCION,espacios multiples internos,1A. AVENIDA MANZANA  Q  LOTES 12 Y 13 COLONIA NUEVA ESPERANZA,1
DIRECCION,espacios multiples internos,KM 144  SALIDA A RÍO BRAVO,1
DIRECCION,espacios multiples internos,"1ERA, CALLE 4-10  ZONA 4",1
DIRECCION,espacios multiples internos,"1RA. AVENIDA, LOTE 2-40  COLONIA 15  SEPTIEMBRE",1
DIRECCION,espacios multiples internos,"2 CALLE ""A""  BARRIO CHIPILPA LA GOMERA",1
DIRECCION,espacios multiples internos,4A  AVENIDA 5-112 CALLE PRINCIPAL BARRIO CHIPILAPA,1
DIRECCION,espacios multiples internos,SEGUNDA AVENIDA 5-48 ZONA 2 BARRIO SAN  LUCAS,1
DIRECCION,espacios multiples internos,"LOTE 16, SECCIÓN Q,  ANEXO COLONIA PALINCHE",1
DIRECCION,espacios multiples internos,4A  AVENIDA  4-04 CANTÓN LAS FLORES,1
DIRECCION,espacios multiples internos,LOTE NO.38  A  CALLE CENTRAL,1
DIRECCION,espacios multiples internos,LOTE NO. 105 CALLE CENTRAL DE LA  ALDEA CENTRO DOS,1
DIRECCION,espacios multiples internos,9A. CALLE 28-74  ZONA 14,1
DIRECCION,espacios multiples internos,"KILOMETRO 18.5 CARRETERA A EL SALVADOR,  ALDEA EL CANCHON LA LABOR DE MONZON, L. 3,  Z. 8.",1
DIRECCION,espacios multiples internos,"1A. CALLE "" C ""  7-70,  ALDEA CUCHILLA DEL CARMEN GUATEMALA",1
DIRECCION,espacios multiples internos,ALDEA LA JOYA  DE LOS CEDROS,1
DIRECCION,espacios multiples internos,5A.  CALLE 2-50 ZONA 2,1
DIRECCION,espacios multiples internos,4 CALLE 4-24 ZONA 1  . GUATEMALA,1
DIRECCION,espacios multiples internos,"LOTE 18 K, SECTOR I ALDEA EL  PLATANAR",1
DIRECCION,espacios multiples internos,4A. CALLE 3-01  ZONA 1,1
DIRECCION,espacios multiples internos,"2DA. CALLE 2-45, PUEBLO NUEVO  NORTE",1
DIRECCION,espacios multiples internos,O AV.   0-06    AGUA   TIBIA,1
DIRECCION,espacios multiples internos,"28 CALLE 28-00,  COLONIA EL MOLINO",1
DIRECCION,espacios multiples internos,"SECTOR  5 LOTE 1-B, COMUNIDAD LA SALLE, ALDEA CONCEPCION SACOJITO, ZONA 0",1
DIRECCION,espacios multiples internos,"SECTOR 1, MANZANA  ""B""  LOTES 31 Y 32, COLONIA PLANES DEL MILAGRO",1
DIRECCION,espacios multiples internos,28 CALLE  28-00 COLONIA  EL  MOLINO,1
DIRECCION,espacios multiples internos,"2DA. CALLE LOTE 46, COLONIA SANTA ISABEL,  ZONA 6",1
DIRECCION,espacios multiples internos,LOTE 7 MANZANA  A  SECTOR A-1 ASENTAMIENTO TIERRA NUEVA II,1
DIRECCION,espacios multiples internos,"CANTON LOS MARTINEZ, 4 AVENIDA 3-00  ZONA 01",1
DIRECCION,espacios multiples internos,LOTES #3 Y 4 MANZ.  N  SECTOR II LOMAS DE SAN JOSE,1
DIRECCION,espacios multiples internos,"9A. CALLE 14-55 ZONA  3,  COLONIA   LOMAS   DE  COTIO",1
DIRECCION,espacios multiples internos,7A.  AVENIDA  10-72  ZONA  1 MIXCO,1
DIRECCION,espacios multiples internos,KM 15 CARRETERA ROOSEVELTH  ZONA 7,1
DIRECCION,espacios multiples internos,BOULEVARD  EL NARANJO 8-65 ZONA  4 MIXCO,1
DIRECCION,espacios multiples internos,"4A. AVENIDA 0-13  COLONIA SANTA MARTA, ZONA 5",1
DIRECCION,espacios multiples internos,7A. AVENIDA  6-70 ZONA 1,1
DIRECCION,espacios multiples internos,18 AV. A  0-87  Z.  11  MIXCO  COLONIA  PRIMERO DE  MAYO,1
DIRECCION,espacios multiples internos,8A. AV.  00-62  Z. 1 MIXCO,1
DIRECCION,espacios multiples internos,"22 CALLE 12-30  COL. SAN FRANCISCO , SAN JOSE LA COMUNIDAD  ZONA 10 MIXCO",1
DIRECCION,espacios multiples internos,29  CALLE  SECTOR  3 COLONIA  CAROLINGIA  ZONA  6,1
DIRECCION,espacios multiples internos,KM.  15 CALZADA ROOSEVELT  ZONA  7  PASAJE  DE  LA VISITACION  13-70 MIXCO,1
DIRECCION,espacios multiples internos,3A.  AVENIDA A  3-60 ZONA 8,1
DIRECCION,espacios multiples internos,"2A.  AVENIDA  13-24  ZONA 6,  COLONIA  SAN FRANCISCO  2",1
DIRECCION,espacios multiples internos,13 AVENIDA  8-51  ZONA  6  COLONIA  VILLAFLOR,1
DIRECCION,espacios multiples internos,KM.15 CALZADA ROOSELVELT  Y  0 AV. 13-70 ZONA 3,1
DIRECCION,espacios multiples internos,2A.  CALLE  8-55 ZONA  1,1
DIRECCION,espacios multiples internos,23  CALLE  12-41  SECTOR III  COL. SAN JOSE  LAS  ROSAS  ZONA  6,1
DIRECCION,espacios multiples internos,9A.  AVENIDA  5-15 ZONA  1,1
DIRECCION,espacios multiples internos,64  CALLE  14-39  SACOJ  CHIQUITO  ZONA  6,1
DIRECCION,espacios multiples internos,64 CALLE  13-57   ALDEA  SACOJ  CHIQUITO  ZONA  6 MIXCO,1
DIRECCION,espacios multiples internos,"3A.   AVENIDA  10-74  ZONA  6,  COLONIA SAN  FRANCISCO  II",1
DIRECCION,espacios multiples internos,4A.  AVENIDA  2-19  ZONA  1,1
DIRECCION,espacios multiples internos,"0  AVENIDA  ""B""  5-55  COLONIA  MONTSERRAT  I  ZONA  4",1
DIRECCION,espacios multiples internos,7A. CALLE  3-96  ZONA  8  BALCONES  II  SAN  CRISTOBAL,1
DIRECCION,espacios multiples internos,"0 AVENIDA  ""B"" 5-55  COLONIA  MONTSERRAT  I  ZONA  4 MIXCO",1
DIRECCION,espacios multiples internos,"0  AVENIDA  ""B""   5-55  COLONIA   MONTSERRAT   I,  ZONA  4",1
DIRECCION,espacios multiples internos,"8A. AVENIDA  ""B"" 7-27 APTO. A  COLONIA   PLANES  DE MINERVA  ZONA  11 MIXCO",1
DIRECCION,espacios multiples internos,CALZADA  MATEO  FLORES  9-23  ZONA  3,1
DIRECCION,espacios multiples internos,6A. AVENIDA  7-05  COLONIA  NUEVA  MONTSERRAT ZONA  3,1
DIRECCION,espacios multiples internos,7A. CALLE   BOULEVARD  EL NARANJO 25-55  ZONA 4,1
DIRECCION,espacios multiples internos,KILOMETRO  13 CALZADA  ROOSEVELT   10-86  ZONA  2,1
DIRECCION,espacios multiples internos,"4A.  AVENIDA  ""B""  0-69  ZONA  2,  COLONIA  COTIO",1
DIRECCION,espacios multiples internos,4A. CALLE  4-39  C  ZONA  1,1
DIRECCION,espacios multiples internos,4A.  CALLE  4-39  C  ZONA  1,1
DIRECCION,espacios multiples internos,9A.  AVENIDA  5-15  ZONA  1,1
DIRECCION,espacios multiples internos,9A.  AVENIDA  5-15 ZONA 1,1
DIRECCION,espacios multiples internos,"1A.  CALLE  18-81  SECTOR  B-1 CIUDAD  SAN  CRISTOBAL,  ZONA 8",1
DIRECCION,espacios multiples internos,6A.  AVENIDA 3-26 ZONA  2  COLONIA  EL  TESORO,1
DIRECCION,espacios multiples internos,8A.   AVENIDA   0-62  ZONA  1 MIXCO,1
DIRECCION,espacios multiples internos,5A.   AVENIDA  16-86  ZONA   11  COLONIA  COLINAS   DE  MINERVA,1
DIRECCION,espacios multiples internos,BOULEVARD  PRINCIPAL   72-70  ZONA  6  SACOJ   GRANDE MIXCO,1
DIRECCION,espacios multiples internos,FINCA   EL  SEMINARIO   CASA 77  COLONIA  PABLO  VI  ZONA  7,1
DIRECCION,espacios multiples internos,8A.  AVENIDA   0-62   ZONA  1,1
DIRECCION,espacios multiples internos,"0 AVENIDA ""B""  5-55  COLONIA MONSERRAT  1 ZONA 4 MIXCO",1
DIRECCION,espacios multiples internos,3A.  CALLE  1-80 Y 1-23 ZONA 10 SAN JACINTO,1
DIRECCION,espacios multiples internos,22  CALLE  12-30 ZONA 10  MIXCO  COLONIA LAS  MARAVILLAS  (SAN JOSE  LA  COMUNIDAD) MIXCO,1
DIRECCION,espacios multiples internos,22  CA.  12-30 ZONA 10  MIXCO  LAS  MARAVILLAS  (SAN JOSE  LA  COMUNIDAD),1
DIRECCION,espacios multiples internos,"BOULEVARD  PRINCIPAL  72-70  SACOJ  GRANDE,  ZONA 6 MIXCO",1
DIRECCION,espacios multiples internos,"BOULEVARD  PRINCIPAL  72-70  SACOJ  GRANDE, ZONA  6",1
DIRECCION,espacios multiples internos,0 AVENIDA B  1-45 ZONA  4 COLONIA  MONSERRAT  I,1
DIRECCION,espacios multiples internos,"6A.  AVENIDA 22-44, SECTOR  2,  SAN JOSE LA COMUNIDAD  ZONA 10 MIXCO",1
DIRECCION,espacios multiples internos,"6A. AVENIDA 22-44, SECTOR 2, SAN  JOSE LA  COMUNIDAD ZONA 10",1
DIRECCION,espacios multiples internos,"9A.  CALLE  A  0-52 COLONIA  MONTSERRAT 1,  ZONA 4",1
DIRECCION,espacios multiples internos,"4TA.  CALLE  4-39  ""C""  ZONA 1 MIXCO",1
DIRECCION,espacios multiples internos,"12A. AVENIDA  ""A""  0-80 COL. LO DE FUENTES  ZONA 11",1
DIRECCION,espacios multiples internos,10A.  AVENIDA 0-21 ZONA 1,1
DIRECCION,espacios multiples internos,5A. AVENIDA  7-55  ZONA  4 DE  MIXCO  MONTSERRAT  II,1
DIRECCION,espacios multiples internos,"2A.  CALLE  08-20  APARTAMENTO  ""A"",  ZONA  1",1
DIRECCION,espacios multiples internos,25  CA.  04-20  INTERIOR  Z. 10  SAN  JOSE  LA COMUNIDAD,1
DIRECCION,espacios multiples internos,14  AVENIDA    0-81  ZONA  2  URBANIZACIÓN  GONZALEZ,1
DIRECCION,espacios multiples internos,"4A.  AVENIDA ""B"" 0-69 ZONA 2. COLONIA  COTIO",1
DIRECCION,espacios multiples internos,7A. AVENIDA  20-34  ZONA10,1
DIRECCION,espacios multiples internos,"6A. AVENIDA A,  0-42  ZONA  2",1
DIRECCION,espacios multiples internos,"6A.  AVENIDA  A,  0-42 ZONA 2,  COLONIA  EL  TESORO",1
DIRECCION,espacios multiples internos,"KILOMETRO  18,  CALZADA  ROOSEVELT  13-35,  ZONA  1 MIXCO",1
DIRECCION,espacios multiples internos,2A.  CALLE  8-55  ZONA  1,1
DIRECCION,espacios multiples internos,AVENIDA  LA  BRIGADA  5-33  ZONA  7 COLONIA  BELEN MIXCO,1
DIRECCION,espacios multiples internos,"4TA. AVENIDA  ""B"" 0-69  ZONA 2,  COLONIA  COTIO",1
DIRECCION,espacios multiples internos,"3A.  CALLE  5-37  ZONA 3, COLONIA  NUEVA  MONTSERRAT",1
DIRECCION,espacios multiples internos,"25  CALLE  3-25  SAN  JOSÉ  LA  COMUNIDAD,   ZONA  10 MIXCO",1
DIRECCION,espacios multiples internos,"14 AVENIDA  0-22 ZONA  2, COLONA  URBANIZACIÓN  GONZALEZ",1
DIRECCION,espacios multiples internos,"14 AVENIDA  0-22  ZONA  2, COLONIA  URBANIZACIÓN  GONZALEZ",1
DIRECCION,espacios multiples internos,8A.  AVENIDA 0-62  ZONA  1,1
DIRECCION,espacios multiples internos,"14 AVENIDA  0-81  ZONA  2, COLONIA URBANIZACIÓN  GONZALEZ",1
DIRECCION,espacios multiples internos,FINCA EL SEMINARIO COLONIA PABLO VI  CASA 77 ZONA 7,1
DIRECCION,espacios multiples internos,"3A. CALLE 5-37 ZONA 3,  COLONIA NUEVA MONSERRAT",1
DIRECCION,espacios multiples internos,"4A.  CALLE 18-50, SECTOR B-6, CIUDAD SAN CRISTÓBAL, ZONA 8 MIXCO",1
DIRECCION,espacios multiples internos,"4A AVE.  B  0-69, COLONIA COTIO, ZONA 2",1
DIRECCION,espacios multiples internos,"KM. 19.5 CARRETERA ROOSEVELT 7-55,  ZONA 1",1
DIRECCION,espacios multiples internos,"KM. 19.5 CARRETERA ROOSEVELT 7-55,  ZONA 1 LO DE COY MIXCO",1
DIRECCION,espacios multiples internos,"13 AVENIDA ""A"" 1-95, SECTOR B-1 SAN CRISTÓBAL  ZONA 8 MIXCO",1
DIRECCION,espacios multiples internos,"8A. AVENIDA  ""B"" 16-21 COLONIA NUEVA VIDA ALDEA LO DE COY, ZONA 1 MIXCO",1
DIRECCION,espacios multiples internos,"28 CALLE ""C"" 3-31 COLONIA  VILLAS CANEL, SAN JOSÉ LA COMUNIDAD ZONA 10",1
DIRECCION,espacios multiples internos,"14  AVENIDA 0-81 URBANIZACIÓN GONZÁLEZ, ZONA 2",1
DIRECCION,espacios multiples internos,LOTE 15 MANZANA  A  SECTOR A-1 CIUDAD SAN CRISTOBAL ZONA 8 MIXCO,1
DIRECCION,espacios multiples internos,"CALZADA  SAN JUAN 2-30, ZONA 3 MIXCO, COLONIA EL ROSARIO",1
DIRECCION,espacios multiples internos,"5A. AVENIDA 6-51  ""A "" ZONA 1",1
DIRECCION,espacios multiples internos,"SECCIÓN  ""D""  LOTE 5, COLONIA EL MILAGRO, ZONA 6",1
DIRECCION,espacios multiples internos,6 AVE  B  14-40 ZONA 5 COL. PRIMERO DE JULIO,1
DIRECCION,espacios multiples internos,"4A. AVENIDA  B  0-76 COLONIA COTIO, ZONA 11",1
DIRECCION,espacios multiples internos,"4A CALLE  D  4-88 ZONA 8, DE MIXCO, CIUDAD SAN CRISTOBAL",1
DIRECCION,espacios multiples internos,"6A. AVENIDA 7-05  ZONA 3, COLONIA NUEVA MONTSERRAT,",1
DIRECCION,espacios multiples internos,4A. CALLE  A  143 COLONIA SANTA MONICA ZONA 2,1
DIRECCION,espacios multiples internos,9A. AVENIDA  5-15 ZONA 1,1
DIRECCION,espacios multiples internos,4AV.  24-86 SAN JOSE LA COMUNIDAD ZONA 10 MIXCO,1
DIRECCION,espacios multiples internos,6A. AVE.  B  14-40 COLONIA 1O. DE JULIO ZONA 5,1
DIRECCION,espacios multiples internos,33 CALLE  A  12-44 LO DE BRAN I ZONA 6,1
DIRECCION,espacios multiples internos,"7A. CALLE  C  0-39 MONSERRAT I, ZONA 4",1
DIRECCION,espacios multiples internos,LOTE 12 MANZANA  A  SECTOR B-3 BOULEVARD SAN CRISTOBAL ZONA 8,1
DIRECCION,espacios multiples internos,7A. CALLE 4-09 JARDINES DE SAN JUAN  DOS  ZONA 7,1
DIRECCION,espacios multiples internos,"33 CALLE  A  12-44, LO DE BRAN ZONA 6 DE MIXCO",1
DIRECCION,espacios multiples internos,4A. CALLE  3-02 ZONA 1 MIXCO,1
DIRECCION,espacios multiples internos,BOULEVARD PRINCIPAL DE CIUDAD SAN CRISTOBAL ZONA 8 LOTE 15 MANZANA  A  SECTOR A-1,1
DIRECCION,espacios multiples internos,"MANZANA  A , LOTE 48, LOTIFICACION C-5, COLONIA HAMBURGO, LO DE COY MIXCO",1
DIRECCION,espacios multiples internos,6A. AV.  A  9-17 ZONA 2,1
DIRECCION,espacios multiples internos,"9  AVENIDA  ""A"" 7-07 ZONA 1",1
DIRECCION,espacios multiples internos,"GRANJA  ALEJANDRA  LOTE 3,  ENTRADA  A  LO DE MEJIA, CIUDAD QUETZAL SAN JUAN SACATEPÉQUEZ",1
DIRECCION,espacios multiples internos,7A. AVENIDA  7-13  ZONA  1,1
DIRECCION,espacios multiples internos,7A.  AVENIDA  7-13 ZONA  1,1
DIRECCION,espacios multiples internos,LOTE  36  Y  37  CALLE  EL  JOCOTILLO  LO DE CARRANZA,1
DIRECCION,espacios multiples internos,"KILOMETRO  36.5,  LOTE  12  ALDEA  COMUNIDAD   DE  RUIZ",1
DIRECCION,espacios multiples internos,3A.  CALLE  0-96  ZONA  3 SAN JUAN SACATEPÉQUEZ,1
DIRECCION,espacios multiples internos,LOTE  25  MANZANA J  RESIDENCIALES  EL QUETZAL,1
DIRECCION,espacios multiples internos,"SECTOR  3,   ALDEA  LO  DE  MEJIA",1
DIRECCION,espacios multiples internos,"ALDEA COMUNIDAD DE RUIZ  KM. 36.5, CARRETERA A SAN RAYMUNDO.",1
DIRECCION,espacios multiples internos,"ALDEA  COMUNIDAD DE  RUIZ KM.  36.5, CARRETERA A SAN RAYMUNDO. SAN JUAN SACATEPÉQUEZ",1
DIRECCION,espacios multiples internos,"SECTOR IV  SECCIÓN  ""B""  CASERÍO  LO  DE  CARRANZA SAN JUAN SACATEPÉQUEZ",1
DIRECCION,espacios multiples internos,8A.  AVENIDA  8-05 ZONA  1,1
DIRECCION,espacios multiples internos,8A.  AVENIDA 8-05 ZONA  1,1
DIRECCION,espacios multiples internos,LOTE  14  MANZANA  61  VILLAS  DEL QUETZAL,1
DIRECCION,espacios multiples internos,"4TA.  AVENIDA  MANZANA  P  LOTE  11  Y  12,  CIUDAD  QUETZAL SAN JUAN SACATEPÉQUEZ",1
DIRECCION,espacios multiples internos,"MANZANA I, SECTOR 2,  COLONIA  VILLA VERDE SAN JUAN SACATEPÉQUEZ",1
DIRECCION,espacios multiples internos,"12 AV. A  4-30, ZONA 3, BARRIO ASUNCION",1
DIRECCION,espacios multiples internos,LOTE  14  MANZANA  61  VILLAS  DEL  QUETZAL,1
DIRECCION,espacios multiples internos,CASERÍO  PACHALÍ ALDEA  SACSUY,1
DIRECCION,espacios multiples internos,"SECTOR, CASAS 7 Y 8 CONDOMINIO JARDINES DE SAN GABRIEL  KM 22.5 CARRETERA A CIUDAD QUETZAL.",1
DIRECCION,espacios multiples internos,"LOTE 15, 16, 17 Y 18 MANZANA  ""G""  SECTOR 1 VILLA VERDE, CIUDAD QUETZAL.",1
DIRECCION,espacios multiples internos,"LOTE 19, MANZANA  A , LINDA VISTA I",1
DIRECCION,espacios multiples internos,10  CALLE  6-51  ZONA  1 SAN RAYMUNDO,1
DIRECCION,espacios multiples internos,9A. AVENIDA  2-82  ZONA  0,1
DIRECCION,espacios multiples internos,ALDEA  LLANO  DE  LA VIRGEN,1
DIRECCION,espacios multiples internos,"1A. AVENIDA 1-34  ZONA 2 COLONIA PAVON, KM. 17.5 CARRETERA A PAVON GUATEMALA",1
DIRECCION,espacios multiples internos,COMPLEJO DE OBRAS  MARCO TULIO MEDA MENDOZA  ZONA 4,1
DIRECCION,espacios multiples internos,"SECTOR 3, LOTE 68  A ALDEA SAN JOSE CALDERAS",1
DIRECCION,espacios multiples internos,12 AVENIDA  A  4-30 ZONA 3,1
DIRECCION,espacios multiples internos,"CALLE  C  LOTE 129, COLONIA LUPITA",1
DIRECCION,espacios multiples internos,9ª. AVENIDA A  1-32 ZONA 1 VILLA NUEVA,1
DIRECCION,espacios multiples internos,"6ª. CALLE, 2-87, ZONA  4, COLONIA VENECIA I",1
DIRECCION,espacios multiples internos,3  CALLE 13-80 ZONA 1,1
DIRECCION,espacios multiples internos,3  CALLE 13-80 ZONA 1 VILLA NUEVA,1
DIRECCION,espacios multiples internos,"18 AVENIDA A 1-58 ZONA 3 RESIDENCIALES ALAMEDAS DE SANTA CLARA  SECTOR LAS MARGARITAS VILLA NUEVA, GUATEMALA",1
DIRECCION,espacios multiples internos,1AV. A  2-09 ZONA 2 SAN JOSE VILLA NUEVA,1
DIRECCION,espacios multiples internos,1RA. AVENIDA 2-99 ZONA 1  VILLA CANALES GUATEMALA,1
DIRECCION,espacios multiples internos,6A. CALLE  2-35 ZONA 1 BOCA DEL MONTE GUATEMALA,1
DIRECCION,espacios multiples internos,6A CALLE 2-35 ZONA 1  BOCA DEL MONTE GUATEMALA,1
DIRECCION,espacios multiples internos,0  CALLE 3-25 ZONA 1,1
DIRECCION,espacios multiples internos,"O CALLE  B  OC-150, ZONA 4.",1
DIRECCION,espacios multiples internos,"LOTE 1, MANZANA  M  SECTOR 9, PRADOS DE VILLA HERMOSA",1
DIRECCION,espacios multiples internos,"LOTE 9, MANZANA  A  SECTOR 6, PRADOS DE VILLA HERMOSA",1
DIRECCION,espacios multiples internos,"7A.  AVENIDA 6-55, ZONA 1",1
DIRECCION,espacios multiples internos,"5A. CALLE  11-66, ZONA 1",1
DIRECCION,espacios multiples internos,6A. AVENIDA  A  10-59 ZONA 1,1
DIRECCION,espacios multiples internos,"9A. CALLE ""A""  13-21, ZONA 5",1
DIRECCION,espacios multiples internos,"8A. CALLE  A  10-82 ZONA 1 7MA. CALLE 12-75, ZONA 5, COLONIA LA HONDONADA",1
DIRECCION,espacios multiples internos,5A. CALLE  11-66 ZONA 1,1
DIRECCION,espacios multiples internos,"CALZADA FÉLIX CALDERÓN AVILA 0-15, ZONA 6,  BARRIO LA COMUNIDAD",1
DIRECCION,espacios multiples internos,"5A.  CALLE 5-75, ZONA 1 02/01/202",1
DIRECCION,espacios multiples internos,"5A.  CALLE 5-75, ZONA 1",1
DIRECCION,espacios multiples internos,"2A.  CALLE 6-35, ZONA 6",1
DIRECCION,espacios multiples internos,"4A.  CALLE 3-35, ZONA 3 AGUACATÁN",1
DIRECCION,espacios multiples internos,12 AV.  A  4-30 ZONA 3,1
DIRECCION,espacios multiples internos,21 AVENIDA  ENTRE 17-18 CALLE,1
DIRECCION,espacios multiples internos,"14 AVE. A ENTRE 6A. Y 8A.  CALLE, ZONA 1 BO.SAN JORGE",1
DIRECCION,espacios multiples internos,3A. CALLE 0-39  ZONA 2 BARRIO LA ESPERANZA,1
DIRECCION,espacios multiples internos,"2A. CALLE ""C"" 8-61 ZONA  1 BARRIO LA DEMOCRACIA Y 8A. AVENIDA 2-26 ZONA 1, BARRIO LA DEMOCRACIA",1
DIRECCION,espacios multiples internos,"2A. AVENIDA  ""A""  0-84 ZONA 2 BARRIO SAN FRANCISCO",1
DIRECCION,espacios multiples internos,7A. AVENIDA ENTRE 2A. CALLE B Y C  ZONA 1 BARRIO LA DEMOCRACIA,1
DIRECCION,espacios multiples internos,ALDEA  PINO ZAPOTÓN,1
DIRECCION,espacios multiples internos,"6A. AVENIDA  ""A"" 0-09 ZONA 4",1
DIRECCION,espacios multiples internos,"117.5 CARRETERA  INTERAMERICANA, BARRIO INTERAMERICANO,",1
DIRECCION,espacios multiples internos,7MA. CALLE  Y 8VA. AVENIDA 7-49 ZONA 3,1
DIRECCION,espacios multiples internos,"CARRETERA  INTERAMERICANA P6, ZONA 4",1
DIRECCION,espacios multiples internos,1A. AVENIDA  A  6-43 ZONA 2,1
DIRECCION,espacios multiples internos,2A. AVENIDA Y 4A. CALLE  ZONA 2,1
DIRECCION,espacios multiples internos,"3A. AVENIDA  A  2-00, ZONA 1",1
DIRECCION,espacios multiples internos,ALDEA  TUNILLAS ALDEA LAS TUNILLAS,1
DIRECCION,espacios multiples internos,6TA. AVE.  ENTRE 3RA. Y 4TA. CALLE  ZONA 1 SANTA ELENA,1
DIRECCION,espacios multiples internos,3A. AV.  A  2-00 ZONA 1,1
DIRECCION,espacios multiples internos,BARRIO  3 DE ABRIL,1
DIRECCION,espacios multiples internos,RANCHO CORAZONES EN ACCIÓN KM. 11.5 CARRETERA  CARMELITA,1
DIRECCION,espacios multiples internos,BARRIO  ONCE DE NOVIEMBRE ALDEA EL NARANJO,1
DIRECCION,espacios multiples internos,BARRIO  EL CENTRO,1
DIRECCION,espacios multiples internos,CANTON CRUCE  LA ESPERANZA,1
DIRECCION,espacios multiples internos,10CALLE3RA.AVE. ZONA  1,1
DIRECCION,espacios multiples internos,3RA.CALLE 10 AVENIDA  ESQUINA  ZONA 1 SAN FRANCISCO PETEN,1
DIRECCION,espacios multiples internos,ALDEA  TZUNCAL,1
DIRECCION,espacios multiples internos,CASERIO  LA REINITA,1
DIRECCION,espacios multiples internos,"3RA.CALLE""A"" 7-13 ZONA  1",1
DIRECCION,espacios multiples internos,3RA.CALLE A.7-13 ZONA  1,1
DIRECCION,espacios multiples internos,3RACALLE A.7-13-ZONA  1,1
DIRECCION,espacios multiples internos,BOULEVARD 25 DE JUNIO Y 9A.AV.  ZONA I BARRIO SAN FRANCISCO,1
DIRECCION,espacios multiples internos,3A. CALLE  A  7-13 ZONA 1,1
DIRECCION,espacios multiples internos,12 AV. 2DA CALLE ZONA  1,1
DIRECCION,espacios multiples internos,CALLE  C  0-22 ZONA 1,1
DIRECCION,espacios multiples internos,"AVENIDA JESÚS CASTILLO  2-14 ZONA 2, EDIFICIO DICAP NO. 1, QUETZALTENANGO",1
DIRECCION,espacios multiples internos,DIAGONAL 11  7-15 ZONA 1,1
DIRECCION,espacios multiples internos,15 AVENIDA  0-42 ZONA 1,1
DIRECCION,espacios multiples internos,CALLE  C  0-30 ZONA 1,1
DIRECCION,espacios multiples internos,5A. CALLE  A  6-74 ZONA 1,1
DIRECCION,espacios multiples internos,14 AVENIDA  A  0-36 ZONA 1,1
DIRECCION,espacios multiples internos,2DA. CALLE  A 5-13 ZONA 9,1
DIRECCION,espacios multiples internos,CANTÓN CHICUÁ  SEGUNDO,1
DIRECCION,espacios multiples internos,2A. CALLE  A  5-13 ZONA 9,1
DIRECCION,espacios multiples internos,"5A AVENIDA  3-71 ZONA 2,",1
DIRECCION,espacios multiples internos,"2DA AVENIDA ENTRE 3RA. Y 4TA. CALLE  ZONA 2, SAN JUAN OSTUNCALCO.",1
