DIRECCION,Frecuencia,Porcentaje
"CASERÍO LA CUMBRE, ALDEA NEARAR",1,0.01
--,1,0.01
ALDEA CAPARJA,1,0.01
16 AV. 7-24 ZONA 3,1,0.01
15 AV. 7-09 ZONA 3,1,0.01
2A. CALLE  A  5-13 ZONA 9,1,0.01
CAMINO ANTIGUO HACIA LA ESPERANZA LOS LLANOS DE OLINTEPEQUE,1,0.01
"16 AVENIDA 6-45, ZONA 3",1,0.01
DIAGONAL 2 27-58 ZONA 3,1,0.01
14 AVENIDA A 8-74 ZONA 3,1,0.01
10A. CALLE 4-49 ZONA 12,1,0.01
1A. CALLE 2-02 ZONA 2 INTERIOR DEL MERCADO MUNICIPAL,1,0.01
19AV. 1-28 ZONA 3,1,0.01
20AV. 1-07 ZONA 1,1,0.01
9A. CALLE 0-36 ZONA 8,1,0.01
8A. CALLE 0-71 ZONA 4,1,0.01
CANTON XECARACOJ TIERRA COLORADA BAJA,1,0.01
CANTON XECARACOJ TIERRA COLORADA ABAJO,1,0.01
AVENIDA JESUS CASTILLO 'C'-36 ZONA 1,1,0.01
4TA. CALLE 28-09 ZONA 1.,1,0.01
CALLE A 8-40 ZONA 1,1,0.01
23 AVENIDA 7-08 ZONA 7 COLONIA SAN ANTONIO,1,0.01
CHICHIHUITAN SECTOR II BUENA VISTA ZONA 5,1,0.01
8A. 3-30 ZONA 1,1,0.01
14 CALLE 14-34 ZONA 3,1,0.01
13 CALLE 24-43 ZONA 3,1,0.01
"5TA. AVE. 10A-60 ZONA 5, COLONIA LA PAZ",1,0.01
3RA. AVENIDA 4-151 ZONA 2,1,0.01
ALDEA TITUQUE,1,0.01
6TA. AVENIDA 7B-30 COLONIA LA PAZ ZONA 5,1,0.01
"5A AVENIDA  3-71 ZONA 2,",1,0.01
5ª. AVENIDA 3-71 ZONA 2,1,0.01
BARRIO LA CALERA,1,0.01
"1A. AVENIDA ""A"" 2A-78 ZONA 2",1,0.01
1ERA. CALLE 0-24 ZONA 2,1,0.01
"BARRIO LA PAZ, ALDEA JUSTO RUFINO BARRIOS",1,0.01
OLOPA,1,0.01
"CASERIO VISTA HERMOSA, ALDEA EL PROGRESO",1,0.01
"BARRIO SANTA ANA, ZONA 3",1,0.01
4TA. AVENIDA 7-27 ZONA 1,1,0.01
ALDEA CHIQUIVAL,1,0.01
2AVE. 5-28 ZONA 1,1,0.01
ALDEA RECUERDO A BARRIOS,1,0.01
ENTRADA PRINCIPAL AL ESTADIO,1,0.01
CABECERA MUNICIPAL DE CABRICAN,1,0.01
2A. AV. 1-45 ZONA 1,1,0.01
ALDEA LAS CIENAGAS,1,0.01
CENTRO CABRICAN,1,0.01
2DA. AVENIDA 0-20 ZONA 1,1,0.01
"5TA. AVENIDA ""A"" 4-60 ZONA 1",1,0.01
MUNICIPIO DE CABRICAN,1,0.01
CENTRO DE CAJOLA,1,0.01
SAN MIGUEL SIGUILA,1,0.01
ALDEA LA EMBOSCADA,1,0.01
4A. AVE. 1-44 ZONA 1,1,0.01
1A CALLE 2-21 ZONA 3,1,0.01
8A. AVENIDA Y 2A. CALLE 7-38 ZONA 1,1,0.01
1A AVENIDA 7 A-14 ZONA 1,1,0.01
2DA. CALLE Y 4TA. AVENIDA ESQUINA 2-18 ZONA 1,1,0.01
7A. CALLE 3-23 ZONA 3 BARRIO SAN ANTONIO,1,0.01
"8A. AVENIDA Y 2A. CALLE 7-38 ZONA 1, SAN JUAN OSTUNCALCO.",1,0.01
"2DA AVENIDA ENTRE 3RA. Y 4TA. CALLE  ZONA 2, SAN JUAN OSTUNCALCO.",1,0.01
4TA. CALLE 3-09 ZONA 2 SAN JUAN OSTUNCALCO.,1,0.01
1RA. CALLE 5-45 ZONA 4,1,0.01
"4TA. CALLE 3-09 ZONA 2, SAN JUAN OSTUNCALCO",1,0.01
"7A. CALLE 3-23 ZONA 3, BARRIO SAN ANTONIO",1,0.01
8VA. VENIDA Y 2DA. CALLE 7-38 ZONA 1,1,0.01
"6TA. AVENIDA 6-99 ZONA 1, BARRIO SAN JOAQUIN",1,0.01
3A. CALLE 2-13 ZONA 2,1,0.01
3A. AVENIDA 4-31 ZONA 1,1,0.01
8A. AVENIDA Y 2DA. CALLE 7-38 ZONA 1,1,0.01
7MA CALLE 3-23 ZONA 3 BARRIO SAN ANTONIO,1,0.01
7A CALLE A 2-30 ZONA 4,1,0.01
1A. CALLE 5-25 ZONA 4,1,0.01
2A. CALLE ENTRE 5A Y 6A AVENIDAS ZONA 4,1,0.01
4A AVE. 3-25 ZONA 1,1,0.01
4A AV. 3-25 ZONA 1,1,0.01
2A CALLE ENTRE 5A Y 6A AVENIDAS ZONA 4,1,0.01
6 AVE 1-29 ZONA 4,1,0.01
1AV. 7-14  A  ZONA 1,1,0.01
2DA. AVENIDA ENTRE 3RA. Y 4TA. CALLE DE LA ZONA 2,1,0.01
10 CALLE 6-27 BARRIO SAN SEBASTIÁN,1,0.01
2DA. AVENIDA 1-48 ZONA 4,1,0.01
SAN MATEO,1,0.01
1RA. CALLE 3-40 ZONA 2,1,0.01
CENTRO DE CONCEPCION CHIQUIRICHAPA,1,0.01
1A. AVENIDA 7-45 ZONA 3,1,0.01
1A.. AVENIDA  2-14 ZONA 4,1,0.01
BARRIO SAN MARCOS,1,0.01
CENTRO DE SAN MARTIN SACATEPEQUEZ,1,0.01
"4TA. CALLE ZONA 2, TWITZ JLAJ",1,0.01
"4A. CALLE ZONA 2, CASERÍO TUITZ JLAJ",1,0.01
CASERÍO FÁTIMA,1,0.01
LOTIFICACIÓN VALLE DE MARÍA,1,0.01
4TA. CALLE ZONA 2 CASERÍO TUITZ JLAJ,1,0.01
CENTRO DE ALMOLONGA,1,0.01
ALMOLONGA,1,0.01
3A. AVENIDA NO. 1-18 ZONA 4,1,0.01
ALDEA CHUISUC,1,0.01
"CANTÓN PASAC I, CANTEL, QUETZALTENANGO",1,0.01
"""LABOR DEL SEGUNDO PUENTE""  ALDEA URBINA,",1,0.01
CANTÓN PASAC I,1,0.01
3ER NIVEL MERCADO MUNICIPAL ALDEA LA ESTANCIA,1,0.01
ALDEA PASAC PRIMERO,1,0.01
ALDEA LLANOS DE URBINA,1,0.01
GRANJA MODELO DE REHABILITACION CANTEL,1,0.01
PASAC PRIMERO B-83,1,0.01
CENTRO DE HUITAN,1,0.01
HUITAN,1,0.01
"HUITAN, QUETZALTENANGO",1,0.01
HUITÁN,1,0.01
8A. AVENIDA 8-17 INTERIOR ZONA 3 CANTON CHACAP,1,0.01
ALDEA SANTA MARÍA DE JESÚS,1,0.01
COLOMBA,1,0.01
CALLE PRINCIPAL DE LA COMUNIDAD AGRARIA PENSAMIENTO CHUVÁ,1,0.01
"0-35, ZONA 1",1,0.01
ALDEA LAS PEÑAS,1,0.01
CANTÓN LAS DELICIAS,1,0.01
0-35 ZONA 1,1,0.01
COMUNIDAD AGRARIA PENSAMIENTO,1,0.01
ALDEA MONTEROS,1,0.01
CALLE PRINCIPAL CANTÓN DELICIAS NO. 1,1,0.01
6A. AV. 6-99 ZONA 1,1,0.01
3A AV 4-31 ZONA 1,1,0.01
COMUNIDAD AGRARIA PENSAMIENTO Y PALMIRA CHUVA,1,0.01
SAN FRANCISCO LA UNIÓN,1,0.01
3A AVE. 4-31 ZONA 1,1,0.01
LOTIFICACIÓN SAN MARCOS,1,0.01
"EL PALMAR, QUETZALTENANGO",1,0.01
"EL PALMAR, QUETZALTENAGO",1,0.01
6A. AVENIDA 6-99 ZONA 1,1,0.01
5A. AV. 2-25 ZONA 1,1,0.01
2A. AVE. 3-01 ZONA 1,1,0.01
8VA AVENIDA 6-38 ZONA 2 BARRIO EL JARDÍN,1,0.01
"1RA. AVENIDA 8-59 ZONA 1, BARRIO INDEPENDENCIA",1,0.01
KM. 222 CARRETERA CA-2 PACIFICO,1,0.01
"5A. AV, 2-25 ZONA 1 ESQUIPULAS",1,0.01
"KILÓMETRO 1 RUTA A NUEVO CHUATUJ,",1,0.01
KILOMETRO 2.5 CARRETERA A NUEVO CHUATUJ ZONA 7,1,0.01
"7A CALLE 5-35 ZONA 1, COATEPEQUE",1,0.01
"ALDEA SAN RAFAEL PACAYÁ NO. 2, COATEPEQUE",1,0.01
"2A.CALLE 6-33 ZONA 1, BARRIO LA ESPERANZA",1,0.01
KILÓMETRO 2.5 CARRETERA A CHUATUJ,1,0.01
"6A. CALLE 1-25 ZONA 1, CALZADA ALVARO ARZÚ",1,0.01
5A. CALLE  A  6-74 ZONA 1,1,0.01
"8A. CALLE 1-23 ZONA 1, BARRIO INDEPENDENCIA",1,0.01
"3RA. AVENIDA FINAL ZONA 4, BARRIO COLOMBITA",1,0.01
ALDEA LA FELICIDAD SECTOR I,1,0.01
ALDEA SAN RAFAEL PACAYA II,1,0.01
"11 CALLE 1-05 ZONA 3, BARRIO SAN FRANCISCO",1,0.01
2A. AVENIDA  3-01 ZONA 1,1,0.01
"ALDEA SAN RAFAEL PACAYÁ NO. 2,",1,0.01
LA UNIÓN ZONA 5,1,0.01
"KILOMETRO 1, CARRETERA A CHUATUJ,",1,0.01
7A CALLE 5-35 ZONA 1,1,0.01
COLONIA BETHEL ALDEA LA ERMITA,1,0.01
ALDEA LA ERMITA,1,0.01
"2DA. AVENIDA 3-01 ZONA 1, BARRIO LA BATALLA,",1,0.01
"1ERA. AVENIDA 11 CALLE 1-05 ZONA 3, BARRIO SAN FRANCISCO",1,0.01
2DA. CALLE 3-60 ZONA 1 BARRIO LA BATALLA,1,0.01
BARRIO EL CALVARIO DE LA VILLA,1,0.01
"11 CALLE 19-19 ZONA 1, BARRIO AURORA ZONA 8",1,0.01
ALDEA LAS PALMAS,1,0.01
6TA CALLE 8-337 ZONA 1,1,0.01
"3RA AVENIDA 5-00, BARRIO SAN FRANCISCO",1,0.01
"7A. CALLE 1-42 ZONA 6, COLONIA MIGUEL ÁNGEL ASTURIAS",1,0.01
13 CALLE 9-20 ZONA 2 RESIDENCIALES VALLE VERDE,1,0.01
ALDEA SAN RAFAEL PACAYÁ NO. 2,1,0.01
9A. AV. 1-34 ZONA 1 COLONIA SANTA ELENA BARRIO SAN MARCOS,1,0.01
1A. AVENIDA 11 CALLE 1-05 ZONA 3 BARRIO SAN FRANCISCO,1,0.01
3RA. AVENIDA 7-06-ZONA 6,1,0.01
2DA CALLE 3-60 ZONA 1 BARRIO LA BATALLA,1,0.01
11 AVENIDA 6-27 ZONA 1,1,0.01
SAN VICENTE PACAYÁ,1,0.01
2A. AVENIDA 3-01 BARRIO LA BATALLA,1,0.01
6A. CALLE 8-337 ZONA 1 BARRIO LAS CASAS,1,0.01
"13 CALLE 9-20 ZONA 2, RESIDENCIALES VALLE VERDE",1,0.01
SECTOR SAN VICENTE CAÑALES CANTÓN NUEVO CHUATUJ ZONA 7,1,0.01
"7A. CALLE 5-35 ZONA 1, BARRIO LAS CASAS",1,0.01
14 CALLEJON 3-11 ZONA 2 COLONIA VILLA LORENA,1,0.01
"7A. CALLE 1-42 ZONA 6, COLONIA MIGUEL ANGEL ASTURIAS",1,0.01
14 CALLEJÓN 3-11 ZONA 2 COLONIA VILLA LORENA,1,0.01
"9 AVE 1-34 ZONA 1, COLONIA SANTA ELENA, BARRIO LA ESPERANZA.",1,0.01
1ERA. CALLE 4-59 ZONA 1,1,0.01
3A AVE 0 CALLE ZONA 3,1,0.01
7A AVE 5-23 ZONA 1,1,0.01
6A AVENIDA FINAL 8-142 ZONA 1,1,0.01
ALDEA NOCHÁN,1,0.01
9A. AV. 1-34 ZONA 1 COLONIA SANTA ELENA BARRIO LA ESPERANZA,1,0.01
7A. CALLE 8-68 ZONA 1,1,0.01
"8A. CALLE 1-23 ZONA 1, BARRIO LA INDEPENDENCIA",1,0.01
"CASERÍO CEITILLAL, ALDEA CUBILETES",1,0.01
4 CALLE 5-34 ZONA 1,1,0.01
"11A. CALLE 1-05, ZONA 3, BARRIO SAN FRANCISCO",1,0.01
5A. AVE. 8-09 ZONA 2 LOTIFICACION LAS CONCHITAS,1,0.01
3A. AVENIDA 10-59 ZONA 4 BARRIO COLOMBITA,1,0.01
0A. 6 CALLE ZONA 1,1,0.01
3AV. FINAL BARRIO COLOMBITA ZONA 4,1,0.01
"KM 225.5 CARRETERA DEL PACIFICO, LA UNION",1,0.01
10A. CALLE Y 4AV. ESQUINA ZONA 4,1,0.01
COLONIA SANTA FILOMENA,1,0.01
11AV. 6-27 ZONA 1 BARRIO LAS CASAS,1,0.01
8A. CALLE 1-23 ZONA 1 BO. INDEPENDENCIA,1,0.01
2A. CALLE 2-36 ZONA 1,1,0.01
9A. AVENIDA 8-05 ZONA 1 BARRIO LAS CASAS,1,0.01
GENOVA COSTA CUCA,1,0.01
GENOVA CENTRO,1,0.01
KILOMETRO 197 CARRETERA A ESQUIPULAS COLONIA LOS PINOS,1,0.01
"ALDEA SAN MIGUELITO, GENOVA COSTA CUCA",1,0.01
CENTRO DE GÉNOVA,1,0.01
3A. AV. 1-68 ZONA 1,1,0.01
ENTRADA PRINCIPAL DE FLORES COSTA CUCA,1,0.01
COLONIA SANTA FILOMENA ZONA 2 QUEZALTEPEQUE,1,0.01
CENTRO URBANO DEL MUNICIPIO DE FLORES COSTA CUCA,1,0.01
FLORES COSTA CUCA,1,0.01
"7A. AVENIDA ""A"" 2B-11 ZONA 1",1,0.01
2DA. CALLE 2-85 ZONA 3,1,0.01
BARRIO EL CENTRO SAN JACINTO,1,0.01
9A. AVENIDA PARAJE LOS ALISOS Y  SAUCES ZONA 1,1,0.01
ALDEA TIZUBÍN,1,0.01
5TA CALLE 1-20 ZONA 2,1,0.01
ALDEA LOMAS,1,0.01
"2A. CALLE ""A"" 1-83 ZONA 3 BARRIO EL MAESTRO",1,0.01
"2DA. AVENIDA ""B"" 2-40 ZONA 4",1,0.01
"1A. AVENIDA, CALLE 1-57 ZONA 1,",1,0.01
SECTOR EL CAMPO,1,0.01
"A LA PAR DEL VIVERO FERESTAL MUNICIPAL,  ZONA 2",1,0.01
ALDEA EL SUYATE,1,0.01
"KILOMETRO 161 ENTRADA A SANTA CRUZ DEL QUICHE, ANTIGUA ZONA MILITAR",1,0.01
"4A CALLE Y 6A-12, ZONA 5",1,0.01
1A. AVENIDA 1-35 ZONA 5,1,0.01
1A. CALLE 2-78 ZONA 1,1,0.01
11A. CALLE 06-03 ZONA 1,1,0.01
3A. 1-23 ZONA 4,1,0.01
14 AVENIDA 2-24 ZONA 3,1,0.01
9A. AVENIDA ENTRE 4A. Y 5A. CALLE ZONA 2,1,0.01
"20 CALLE FINAL ZONA 4, COLONIA LOS CELAJES",1,0.01
6TA. AVENIDA 00-002 DE LA ZONA 1,1,0.01
1A. DIAGONAL 2-32 ZONA 1,1,0.01
1A. AVENIDA 3-99 ZONA 2 SECTOR BARRIO LA REFORMA,1,0.01
2A. AVENIDA 9-58 ZONA 1,1,0.01
"6A. AVENIDA 0-48, ZONA 1",1,0.01
6A. AVENIDA 0-48 ZONA 1,1,0.01
"1A. AVENIDA 3-99 ZONA 2, SECTOR BARRIO LA REFORMA",1,0.01
"14 AVENIDA 2-38, ZONA 3",1,0.01
1A. CALLE 2-78 ZONA 4 IPALA,1,0.01
"4A. CALLE Y 9A. AVENIDA, ZONA 2",1,0.01
2A AVE. 9-82,1,0.01
0 AV. 8-24 A ZONA 6,1,0.01
9A. AVENIDA 4-65 ZONA 2,1,0.01
KILOMETRO 166.9 ALDEA EL CARMEN CHITATUL,1,0.01
3A CALLE 15-45,1,0.01
"9A. AVENIDA 4-56, ZONA 2",1,0.01
"20 CALLE FINAL DE LA ZONA CUATRO, COLONIA LOS CELAJES",1,0.01
"2A. AVENIDA 6-27, ZONA 5",1,0.01
9A. AV. 4-65 ZONA 2,1,0.01
22 CALLE 11-50 ZONA 1,1,0.01
"10A. AVENIDA Y 3A, CALLE ZONA 3",1,0.01
"0 AVENIDA 8-24 ""A"", ZONA 6",1,0.01
5TA. AVENIDA FINAL FRENTE A RESTAURANTE LA HACIENDA SALIDA A SANTA CRUZ DEL QUICHÉ,1,0.01
"2A. AV. 1-4 ZONA 1, QUICHÉ",1,0.01
11 CALLE 11-209 ZONA 4,1,0.01
1A. CALLE 13-41 ZONA 2,1,0.01
CENTRO PREVENTIVO PARA HOMBRES 1A. CALLE ESQUINA ZONA 1,1,0.01
"CANTÓN PACHÓ, ALDEA LEMÓA",1,0.01
"2DA. AVENIDA 6-27, ZONA 5",1,0.01
"10A. AVENIDA 2-24,",1,0.01
"MANZANA A, LOTES 5 Y 6 BOSQUES DE VILLA VALERIA, ZONA 3",1,0.01
"2A. AVENIDA 1-04, ZONA 1",1,0.01
"2A. AVENIDA 14-224, ZONA 2",1,0.01
4A. AVENIDA 13-29 ZONA 2,1,0.01
KILOMETRO 161 ENTRADA A SANTA CRUZ DEL QUICHÉ,1,0.01
4a. AV. 4-03 ZONA 1,1,0.01
"2A. AVENIDA ""A"" 14-224 ZONA 2",1,0.01
"CASA FINAL, COLONIA GUMARCAAJ",1,0.01
1A. AVENIDA 12-408 ZONA 5,1,0.01
5AV. 0-38 ZONA 1,1,0.01
"8A. CALLE ""A""  0-98, ZONA 6",1,0.01
ALDEA EL CARMEN CHITATUL,1,0.01
3A CALLE 7-64,1,0.01
FINAL DE LA ZONA 4 COLONIA LOS CELAJES,1,0.01
CHICHÉ,1,0.01
4A AVE. 4-12,1,0.01
"EOUM JV, BARRIO EL CALVARIO",1,0.01
4A. AVENIDA 3-43 ZONA 2,1,0.01
2A. AVENIDA 05-05 ZONA 1,1,0.01
1A AVE. 13-63,1,0.01
2A. AVENIDA 2-10 ZONA 2,1,0.01
8A AVE. 14-34,1,0.01
13 CALLE 3-35,1,0.01
4A. AVENIDA 9-66,1,0.01
CANTÓN CHAJUL,1,0.01
ALDEA ESTRELLA POLAR,1,0.01
SECTOR VI PATNA DEL CANTÓN CHAJUL,1,0.01
CANTÓN TZI¿ TA¿L XU¿L,1,0.01
ALDEA ILÓM,1,0.01
CHAJUL,1,0.01
"5A. AVENIDA ARCO GUCUMATZ 1-61, ZONA 1",1,0.01
CHICHICASTENANGO,1,0.01
11 CALLE 10-43,1,0.01
CANTÓN CHUPOL,1,0.01
10 CALLE 5-21 ZONA ÚNICA,1,0.01
5A. AVENIDA  FINAL SALIDA A SANTA CRUZ DEL QUICHÉ,1,0.01
5A.  AVENIDA FINAL SALIDA A SANTA CRUZ DEL QUICHÉ,1,0.01
CANTÓN CHICUÁ  SEGUNDO,1,0.01
CANTÓN CHIJTINIMIT,1,0.01
CANTÓN CHUJUPÉN,1,0.01
CANTÓN CHUGÜEXA SEGUNDO A,1,0.01
CANTÓN CHICUÁ SEGUNDO,1,0.01
CANTÓN XECOJÁ,1,0.01
LOTIFICACION VILLAS DE SANTO TOMAS,1,0.01
2A. CALLE 3-16 ZONA 1,1,0.01
CANTON CHICUA PRIMERO,1,0.01
5A. AV. ARCO GUCUMATZ 1-00,1,0.01
CANTON CHICUA I,1,0.01
5A. AVENIDA FINAL SALIDA A SANTA CRUZ DE QUICHÉ,1,0.01
CANTON CHUPOL,1,0.01
"SECTOR XEMARÍA, CASCO URBANO",1,0.01
"4TA. CALLE 2-119, ZONA 1",1,0.01
"ZONA 6, CHOTACAJ",1,0.01
"CANTON CENTRAL, SALIDA AL CANTON CHITUCUR I",1,0.01
ALDEA SAN JOSÉ EL TUNAL,1,0.01
SAN PEDRO JOCOPILAS,1,0.01
ALDEA CHIUL,1,0.01
7A AVE. 3-48,1,0.01
4TA.CALLE 7-53,1,0.01
AREA URBANA,1,0.01
CANTON TIXAXCAP,1,0.01
7A. CALLE 1-19,1,0.01
CANTÓN VIACAAN,1,0.01
CANTÓN VATZOSINAY,1,0.01
CASERÍO CHACALÁ,1,0.01
ALDEA SANTA AVELINA,1,0.01
ALDEA TIXELAP,1,0.01
CANTON TUCORAL,1,0.01
LOTIFICACION LOS ROBLES,1,0.01
CASERÍO LOS LLANOS,1,0.01
ALDEA LA ESTANZUELA,1,0.01
11 AVE. 12-20,1,0.01
CANTON VICOTZ,1,0.01
"9A CALLE 2-36,",1,0.01
6A AVE. 18-23,1,0.01
"CASERÍO VIKOLÁ, ALDEA RIO AZUL",1,0.01
14 CALLE  A  2-41,1,0.01
CANTÓN VICOTZ,1,0.01
CANTÓN XOLACUL ZONA 3,1,0.01
CANTÓN BATZBACÁ,1,0.01
2A CALLE 6-56,1,0.01
MERCADO DE ARTESANÍAS,1,0.01
26 CALLE 2-46 GUATEMALA,1,0.01
ALDEA SUMAL CHIQUITO,1,0.01
ALDEA VICALAMÁ,1,0.01
ALDEA LAS PILAS,1,0.01
ALDEA XECOTZ,1,0.01
CANTON XOLACUL ZONA 3,1,0.01
CANTON JACTZAL,1,0.01
7A. AVENIDA 3-211 ZONA 4,1,0.01
1RA. AV. 2-27 ZONA 1,1,0.01
"1RA. AVENIDA 2-27, ZONA 1",1,0.01
8A. AV. 1-29 ZONA 1,1,0.01
7A. AVENIDA 2-24 ZONA 4,1,0.01
1A. AVENIDA 3-10 ZONA 4,1,0.01
1A. AV. 2-27 ZONA 1,1,0.01
ALDEA SAQUIXPEC,1,0.01
7A AVE. 6-73,1,0.01
6A. AVENIDA 6-02 ZONA 2,1,0.01
13 CALLE 10-38,1,0.01
6A. AVENIDA 6-09 ZONA 4,1,0.01
SAN MIGUEL USPANTAN,1,0.01
USPANTAN,1,0.01
8A CALLE 2-40,1,0.01
4A. AVENIDA 7A. CALLE ZONA 1,1,0.01
7A. AVENIDA Y 4A. CALLE ZONA 1,1,0.01
5A AVE. 9-80,1,0.01
ALDEA SANTA ANA,1,0.01
"7A. AVENIDA 6-31, ZONA 3",1,0.01
10A CALLE 11-41,1,0.01
7A. CALLE-32 ZONA 1,1,0.01
ALDEA LA TAÑA,1,0.01
ALDEA SAN MARCOS EL TRIUNFO,1,0.01
7A. AVENIDA 6-31 ZONA 3,1,0.01
4A. AVENIDA Y 7A. CALLE ZONA 1,1,0.01
4A. AVENIDA 3-36 ZONA 2,1,0.01
15 CALLE 'A' 2-74,1,0.01
11 CALLE 3-38,1,0.01
ALDEA RÍO BLANCO,1,0.01
"INEB, SAN BARTOLOMÉ JOCOTENANGO",1,0.01
CENTRO DEL MUNICIPIO,1,0.01
4TA CALLE 3-25 ZONA 4,1,0.01
CANILLÁ,1,0.01
10A CALLE 11-44,1,0.01
ALDEA CHIJOJ,1,0.01
"1A. AVENIDA 5-31 ZONA 3, CANILLA",1,0.01
"BARRIO SAN PEDRO BELEJU, ALDEA BELEJU",1,0.01
"4A. AVENIDA 1-62 ZONA 1, CHICHICAMÁN",1,0.01
9A CALLE 10-38,1,0.01
9A. AVENIDA 13-57,1,0.01
13 CALLE 2-74,1,0.01
4A. AV- 1-62 ZONA 1,1,0.01
3A.CALLE 3-30 ZONA 2,1,0.01
3RA. CALLE 3-30 ZONA 2,1,0.01
5A. CALLE (SALIDA A OJO DE AGUA CARRIZAL),1,0.01
ALDEA LA CAMPANA,1,0.01
ALDEA ROSARIO MONTE MARÍA,1,0.01
SAN RABINAC GRANDE,1,0.01
ALDEA ESQUIPULAS PAJUIL,1,0.01
ALDEA EL AMAY,1,0.01
"3A. CALLE 3-30, ZONA 2",1,0.01
8A CALLE 0-41,1,0.01
4A CALLE 5-32,1,0.01
ALDEA INGENIEROS,1,0.01
15 CALLE 1-19,1,0.01
COMUNIDAD PRIMAVERA  DEL IXCÁN,1,0.01
ALDEA SAN JUAN CHACTELA,1,0.01
2A. AV. Y 3A. CALLE ZONA 1,1,0.01
ALDEA MAYALÁN,1,0.01
PARCELAMIENTO  XALBAL,1,0.01
7A AVE. 3-75,1,0.01
LOTE 08 COLONIA BUENA VISTA ENTRADA A SAN FRANCISCO,1,0.01
ALDEA VALLE DE CANDELARIA NO. 1,1,0.01
"2A. AVENIDA Y 3RA. CALLE, ZONA 1",1,0.01
15 CALLE 1-05,1,0.01
ALDEA CUARTO PUEBLO,1,0.01
2A CALLE 11-65,1,0.01
"ZONA 1, PLAYA GRANDE IXCÁN",1,0.01
"ALDEA EL AFÁN, IXCÁN, QUICHÉ",1,0.01
ALDEA SANTIAGO IXCAN,1,0.01
9A AVE. 11-35,1,0.01
8A CALLE 12-46,1,0.01
ZONA 1 PLAYA GRANDE 2A. AV. Y 3A. CALLE ZONA 1,1,0.01
"LOTE 08 COLONIA BUENA VISTA, ENTRADA A SAN FRANCISCO",1,0.01
ALDEA MAYALAN,1,0.01
COMUNIDAD INDÍGENA Q¿EQCHI¿ SAN JUAN CHACTELÁ,1,0.01
ALDEA SAN ANTONIO TZEJÁ,1,0.01
ALDEA SANTA MARÍA DOLORES,1,0.01
ALDEA EL AFÁN,1,0.01
6A AVE. 1-73,1,0.01
10A CALLE 11-46,1,0.01
ALDEA VALLE DE CANDELARIA I,1,0.01
ALDEA VALLE DE CANDELARIA I ALDEA,1,0.01
ZONA 5 PLAYA GRANDE,1,0.01
PLAYA GRANDE IXCAN,1,0.01
"3A. AVENIDA Y 3A. CALLE ZONA 1, EDIFICIO EL PEREGRINO",1,0.01
PARCELAMIENTO XALBAL,1,0.01
"ZONA 1 PLAYA GRANDE CENTRO DE CAPACITACIÓN MUNICIPAL, ZONA 1, PLAYA GRANDE, IXCAN.",1,0.01
2A. AVENIDA Y 3A. CALLE ZONA 1 2O. NIVEL EDIFICIO LA SELVA DE PLAYA GRANDE,1,0.01
PARCELAMIENTO KAIBIL BALAM,1,0.01
7A CALLE 12-51,1,0.01
12 AVE. 12-31,1,0.01
3A CALLE 17-45,1,0.01
"VENIDA LOS LIRIOS, ZONA 3, LUGAR DENOMINADO ""POTRERO VIEJO""",1,0.01
AVENIDA LA VERBENA ZONA 5,1,0.01
CASERIO EL AGUACATE,1,0.01
AVENIDA LAS AMELIAS ZONA 4 CASA NO. C-01,1,0.01
9A AVE. 12-73,1,0.01
2A CALLE 3-02 ZONA 5 COLONIA MARIA TERESA,1,0.01
1A AVE. 4-08 ZONA 2,1,0.01
FINAL CALZADA LAS PALMAS ZONA 6,1,0.01
3A AVE. 6-49 ZONA 1,1,0.01
12 AVE. 13-25,1,0.01
6A AVE. 3-40 ZONA 1,1,0.01
8A AVE. 4-46,1,0.01
9A CALLE 3-25,1,0.01
KM. 192 CARRETERA A CHAMPERICO,1,0.01
8A. AVENIDA. 8-01 ZONA 1,1,0.01
10 AV.'A'4-22,1,0.01
"9A. AVENIDA A, 2-05 RESIDENCIALES ANA LUCIA, ZONA 4",1,0.01
6A AVE.  A  14-37,1,0.01
"3A. CALLE 6-49, ZONA 1",1,0.01
1A CALLE  C  2-29,1,0.01
3AV. 13-49,1,0.01
10A CALLE 2-37,1,0.01
18 AVE. 2-70,1,0.01
"1A. CALLE 8-90, CANTON TABLEROS, ZONA 5",1,0.01
6TA. CALLE 0-25 ZONA 1,1,0.01
10A. CALLE 11-41,1,0.01
"2A. AVENIDA ""A"" 13-52",1,0.01
4A. AVENDA 3-39,1,0.01
2A CALLE 5-80 ZONA 1,1,0.01
"7A. CALLE 8-72, ZONA 1",1,0.01
8VA. AVENIDA 8-01 ZONA 1,1,0.01
"9A. AVENIDA ""A"" ANA LUCIA ZONA 4, RETALHULEU",1,0.01
KILMETRO 197.5 RUTA 6 W EL XAB,1,0.01
"15 CALLE ""A"" 2-74",1,0.01
15A. CALLE LOTIFICACION PERU ZONA 4,1,0.01
"COLONIA CONCEPCION, ZONA 3",1,0.01
8A. AVENIDA 14-73,1,0.01
2AV.,1,0.01
"9A. AVENIDA A 2-05, RESIDENCIALES ANA LUCIA, ZONA 4 RETALHULEU",1,0.01
"4A. CALLE ""A"" 01-37",1,0.01
1A. CALLE 4-05 CALDZADA NAVIDAD ZONA 4,1,0.01
1A. CALLE 4-05 CALZADA NAVIDAD ZONA 4,1,0.01
